id,section_id,description,complexity,theme_id,explanation,source,theme_name
501729,13,"а)  Ре­ши­те урав­не­ние  [IMAGE:  левая круг­лая скоб­ка 27 в сте­пе­ни левая круг­лая скоб­ка ко­си­нус x пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка в сте­пе­ни левая круг­лая скоб­ка синус x пра­вая круг­лая скоб­ка = 3 в сте­пе­ни левая круг­лая скоб­ка \tfrac3 ко­си­нус x пра­вая круг­лая скоб­ка 2.] б)  Най­ди­те все корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка минус Пи , дробь: чис­ли­тель: Пи , зна­ме­на­тель: 2 конец дроби пра­вая квад­рат­ная скоб­ка . ]",4,84,не выполнено ранее,content,Тригонометрия и показательные выражения
501752,14,"В пря­мо­уголь­ном па­рал­ле­ле­пи­пе­де  ABCDA 1 B 1 C 1 D 1  из­вест­ны рёбра  AB   =  8,  AD   =  7,  AA 1   =  5. Точка  W  при­над­ле­жит ребру  DD 1  и делит его в от­но­ше­нии 1 : 4, счи­тая от вер­ши­ны  D. а)  До­ка­жи­те, что се­че­ние этого па­рал­ле­ле­пи­пе­да плос­ко­стью, про­хо­дя­щей через точки  C ,  W  и  A 1   — па­рал­ле­ло­грамм. б)  Най­ди­те пло­щадь этого се­че­ния.",2,91,не выполнено ранее,content,Сечения параллелепипедов
501887,17,"Две окруж­но­сти ка­са­ют­ся внеш­ним об­ра­зом в точке  K . Пря­мая  AB  ка­са­ет­ся пер­вой окруж­но­сти в точке  A , а вто­рой  — в точке  B . Пря­мая  BK  пе­ре­се­ка­ет первую окруж­ность в точке  D , пря­мая   AK  пе­ре­се­ка­ет вто­рую окруж­ность в точке  C . а)  До­ка­жи­те, что пря­мые  AD  и  BC  па­рал­лель­ны. б)  Най­ди­те  пло­щадь  тре­уголь­ни­ка   AKB ,  если  из­вест­но,  что  ра­ди­у­сы окруж­но­стей равны 1 и 4.",1,121,не выполнено ранее,content,Окружности и системы окружностей
502023,14,"В пра­виль­ную ше­сти­уголь­ную пи­ра­ми­ду, бо­ко­вое ребро ко­то­рой равно 10, а вы­со­та равна 6, впи­са­на сфера. (Сфера ка­са­ет­ся всех гра­ней пи­ра­ми­ды.)  а)  До­ка­жи­те, что пло­щадь бо­ко­вой по­верх­но­сти пи­ра­ми­ды от­но­сит­ся к пло­ща­ди ос­но­ва­ния как  [IMAGE:  ко­рень из: на­ча­ло ар­гу­мен­та: 7 конец ар­гу­мен­та :2.] б)  Най­ди­те пло­щадь этой сферы.",2,99,не выполнено ранее,content,Комбинации фигур
502027,19,"Дано трёхзнач­ное на­ту­раль­ное число (число не может на­чи­нать­ся с нуля), не крат­ное 100. а)  Может ли част­ное этого числа и суммы его цифр быть рав­ным 90? б)  Может ли част­ное этого числа и суммы его цифр быть рав­ным 88? в)  Какое наи­боль­шее на­ту­раль­ное зна­че­ние может иметь част­ное дан­но­го числа и суммы его цифр?",1,143,не выполнено ранее,content,Числа и их свойства
502075,14,"Ра­ди­ус ос­но­ва­ния ко­ну­са равен 6, а его вы­со­та равна 8. Плос­кость се­че­ния со­дер­жит вер­ши­ну ко­ну­са и хорду ос­но­ва­ния, длина ко­то­рой равна 4.  а)  До­ка­жи­те, что се­че­ние яв­ля­ет­ся рав­но­бед­рен­ным ост­ро­уголь­ным тре­уголь­ни­ком. б)  Най­ди­те рас­сто­я­ние от цен­тра ос­но­ва­ния ко­ну­са до плос­ко­сти се­че­ния.",2,98,не выполнено ранее,content,"Круглые тела: цилиндр, конус, шар"
502078,18,"Най­ди­те все зна­че­ния  a , при ко­то­рых урав­не­ние  [IMAGE: | ко­си­нус в квад­ра­те x плюс 2 синус x минус 2a|= ко­си­нус в квад­ра­те x плюс синус x плюс 2a]  имеет на про­ме­жут­ке  [IMAGE:  со­во­куп­ность вы­ра­же­ний минус дробь: чис­ли­тель: Пи , зна­ме­на­тель: 2 конец дроби ,0 конец со­во­куп­но­сти пра­вая круг­лая скоб­ка ]  един­ствен­ный ко­рень.",5,137,интерес ученика,content,Аналитическое решение уравнений и неравенств
502079,19,"Каж­дое из чисел  a 1 ,  a 2 , …,  a 350  равно 1, 2, 3 или 4. Обо­зна­чим  [IMAGE: S_1 = a_1 плюс a_2 плюс a_3 плюс \ldots плюс a_350, ] [IMAGE: S_2 = a_1 в квад­ра­те плюс a_2 в квад­ра­те плюс a_3 в квад­ра­те плюс \ldots плюс a в квад­ра­те _350,] [IMAGE: S_3 = a_1 в кубе плюс a_2 в кубе плюс a_3 в кубе плюс \ldots плюс a в кубе _350,] [IMAGE: S_4 = a_1 в сте­пе­ни 4 плюс a_2 в сте­пе­ни 4 плюс a_3 в сте­пе­ни 4 плюс \ldots плюс a в сте­пе­ни 4 _350.] Из­вест­но, что  S 1  = 513. а)  Най­ди­те  S 4 , если еще из­вест­но, что  S 2   =  1097 и  S 3   =  3243. б)  Может ли  S 4   =  4547? в)  Пусть  S 4   =  4745. Най­ди­те все зна­че­ния, ко­то­рые может при­ни­мать  S 2 .",1,145,не выполнено ранее,content,Последовательности и прогрессии
502094,13,"а)  Ре­ши­те урав­не­ние  [IMAGE: 9 в сте­пе­ни левая круг­лая скоб­ка x минус дробь: чис­ли­тель: 1, зна­ме­на­тель: 2 конец дроби пра­вая круг­лая скоб­ка минус 8 умно­жить на 3 в сте­пе­ни левая круг­лая скоб­ка x минус 1 пра­вая круг­лая скоб­ка плюс 5=0. ] б)  Най­ди­те все корни этого урав­не­ния, при­над­ле­жа­щие про­ме­жут­ку  [IMAGE:  левая круг­лая скоб­ка 1, дробь: чис­ли­тель: 7, зна­ме­на­тель: 3 конец дроби пра­вая круг­лая скоб­ка . ]",1,73,не выполнено ранее,content,Показательные уравнения
502095,14,"Ра­ди­ус ос­но­ва­ния ко­ну­са равен 5, а его вы­со­та равна 12. Плос­кость се­че­ния со­дер­жит вер­ши­ну ко­ну­са и хорду ос­но­ва­ния, длина ко­то­рой равна 6.  а)  До­ка­жи­те, что се­че­ние - рав­но­бед­рен­ный ост­ро­уголь­ный тре­уголь­ник. б)  Най­ди­те рас­сто­я­ние от цен­тра ос­но­ва­ния ко­ну­са до плос­ко­сти се­че­ния.",2,98,не выполнено ранее,content,"Круглые тела: цилиндр, конус, шар"
502115,14,"Плос­кость α пе­ре­се­ка­ет два шара, име­ю­щих общий центр. Пло­щадь се­че­ния мень­ше­го шара этой плос­ко­стью равна 8. Плос­кость β, па­рал­лель­ная плос­ко­сти α, ка­са­ет­ся мень­ше­го шара, а пло­щадь се­че­ния этой плос­ко­стью боль­ше­го шара равна 5.  а)  До­ка­жи­те, что се­че­ние шара плос­ко­стью есть круг. б)  Най­ди­те пло­щадь се­че­ния боль­ше­го шара плос­ко­стью α.",2,97,не выполнено ранее,content,Сечения круглых тел
502296,17,"В тре­уголь­ник  ABC  впи­са­на окруж­ность ра­ди­у­са  R,  ка­са­ю­ща­я­ся сто­ро­ны  AC  в точке  D , причём  AD= R . а)  До­ка­жи­те, что тре­уголь­ник  ABC  пря­мо­уголь­ный. б)  Впи­сан­ная окруж­ность ка­са­ет­ся сто­рон  AB  и  BC  в точ­ках  E  и  F . Най­ди­те пло­щадь тре­уголь­ни­ка  BEF,  если из­вест­но, что  R= 5  и  CD =15 .",3,122,не выполнено ранее,content,Вписанные окружности и треугольники
503002,17,"Бис­сек­три­са угла  ADC  па­рал­ле­ло­грам­ма  ABCD  пе­ре­се­ка­ет пря­мую  AB  в точке  E . В тре­уголь­ник  ADE  впи­са­на окруж­ность, ка­са­ю­ща­я­ся сто­ро­ны  AE  в точке  K  и сто­ро­ны  AD  в точке  T . а)  До­ка­жи­те, что пря­мые  KT  и  DE  па­рал­лель­ны. б)  Най­ди­те угол  BAD , если из­вест­но, что  AD  = 6 и  KT  = 3.",1,125,не выполнено ранее,content,Вписанные окружности и четырехугольники
503127,13,"а)  Ре­ши­те урав­не­ние  [IMAGE: 4 в сте­пе­ни левая круг­лая скоб­ка x в квад­ра­те минус 2x плюс 1 пра­вая круг­лая скоб­ка плюс 4 в сте­пе­ни левая круг­лая скоб­ка x в квад­ра­те минус 2x пра­вая круг­лая скоб­ка =20.] б)  Най­ди­те все корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка минус 1;2 пра­вая квад­рат­ная скоб­ка .]",1,73,не выполнено ранее,content,Показательные уравнения
503130,17,"Бис­сек­три­са угла  ADC  па­рал­ле­ло­грам­ма  ABCD  пе­ре­се­ка­ет пря­мую  AB  в точке  E . В тре­уголь­ник  ADE  впи­са­на окруж­ность, ка­са­ю­ща­я­ся сто­ро­ны  AE  в точке  K  и сто­ро­ны  AD  в точке  T . а)  До­ка­жи­те, что пря­мые  KT  и  DE  па­рал­лель­ны. б)  Най­ди­те угол  BAD , если из­вест­но, что  AD  = 8 и  KT  = 4.",1,125,не выполнено ранее,content,Вписанные окружности и четырехугольники
503321,14,"В пра­виль­ную четырёхуголь­ную пи­ра­ми­ду, бо­ко­вое ребро ко­то­рой равно 10, а вы­со­та равна 6,  впи­са­на сфера. (Сфера ка­са­ет­ся всех гра­ней пи­ра­ми­ды.)  а)  До­ка­жи­те, что дву­гран­ный угол при ос­но­ва­нии пи­ра­ми­ды боль­ше  [IMAGE: 45 гра­ду­сов.] б)  Най­ди­те пло­щадь впи­сан­ной сферы.",2,99,не выполнено ранее,content,Комбинации фигур
504240,13,"а)  Ре­ши­те урав­не­ние  [IMAGE:  дробь: чис­ли­тель: 2 синус в квад­ра­те x минус синус x, зна­ме­на­тель: 2 ко­си­нус x минус ко­рень из: на­ча­ло ар­гу­мен­та: 3 конец ар­гу­мен­та конец дроби =0. ] б)  Най­ди­те все корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка дробь: чис­ли­тель: 3 Пи , зна­ме­на­тель: 2 конец дроби ;3 Пи пра­вая квад­рат­ная скоб­ка . ]",4,80,не выполнено ранее,content,"Тригонометрические уравнения, исследование ОДЗ"
504546,17,"На ги­по­те­ну­зу  AB  пря­мо­уголь­но­го тре­уголь­ни­ка  ABC  опу­сти­ли вы­со­ту  CH . Из точки  H  на ка­те­ты опу­сти­ли пер­пен­ди­ку­ля­ры  HK  и  HE . а)  До­ка­жи­те, что точки  A ,  B ,  K  и  E  лежат на одной окруж­но­сти. б)  Най­ди­те ра­ди­ус этой окруж­но­сти, если  AB  = 12,  CH  = 5.",3,119,не выполнено ранее,content,Треугольники и их свойства
504832,17,"Окруж­ность с цен­тром  O , впи­сан­ная в тре­уголь­ник  ABC , ка­са­ет­ся сто­ро­ны  BC  в точке  P  и пе­ре­се­ка­ет от­ре­зок  BO  в точке  Q . При этом от­рез­ки  OC  и  QP  па­рал­лель­ны. а)  До­ка­жи­те, что тре­уголь­ник  ABC  ― рав­но­бед­рен­ный. б)  Най­ди­те пло­щадь тре­уголь­ни­ка  BQP , если точка  O  делит вы­со­ту  BD  тре­уголь­ни­ка в от­но­ше­нии  BO  :  OD   =  3 : 1 и  AC   =  2 a .",3,122,не выполнено ранее,content,Вписанные окружности и треугольники
504853,17,"Дан рав­но­бед­рен­ный тре­уголь­ник  ABC  с ос­но­ва­ни­ем  AC . Впи­сан­ная в него окруж­ность с цен­тром  O  ка­са­ет­ся бо­ко­вой сто­ро­ны  BC  в точке  P  и пе­ре­се­ка­ет бис­сек­три­су угла  B  в точке  Q . а)  До­ка­жи­те, что от­рез­ки  PQ  и  OC  па­рал­лель­ны. б)  Най­ди­те пло­щадь тре­уголь­ни­ка  OBC , если точка  O  делит вы­со­ту  BD  тре­уголь­ни­ка в от­но­ше­нии  BO  :  OD   =  3 : 1 и  AC   =  2 m .",3,122,не выполнено ранее,content,Вписанные окружности и треугольники
505039,18,"Най­ди­те все зна­че­ния  a , для каж­до­го из ко­то­рых урав­не­ние   [IMAGE:  ло­га­рифм по ос­но­ва­нию левая круг­лая скоб­ка 1 минус x пра­вая круг­лая скоб­ка левая круг­лая скоб­ка a минус x плюс 2 пра­вая круг­лая скоб­ка =2]  имеет хотя бы один ко­рень, при­над­ле­жа­щий про­ме­жут­ку [−1; 1).",3,129,не выполнено ранее,content,Уравнения с параметром
505102,13,"а)  Ре­ши­те урав­не­ние  [IMAGE: 9 в сте­пе­ни левая круг­лая скоб­ка синус x пра­вая круг­лая скоб­ка плюс 9 в сте­пе­ни левая круг­лая скоб­ка минус синус x пра­вая круг­лая скоб­ка = дробь: чис­ли­тель: 10, зна­ме­на­тель: 3 конец дроби . ] б)  Ука­жи­те корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  со­во­куп­ность вы­ра­же­ний минус дробь: чис­ли­тель: 7 Пи , зна­ме­на­тель: 2 конец дроби , минус 2 Пи конец со­во­куп­но­сти пра­вая квад­рат­ная скоб­ка . ]",4,84,не выполнено ранее,content,Тригонометрия и показательные выражения
505103,14,"Ра­ди­ус ос­но­ва­ния ко­ну­са с вер­ши­ной  P  равен 6, а длина его об­ра­зу­ю­щей равна 9. На окруж­но­сти ос­но­ва­ния ко­ну­са вы­бра­ны точки  A  и  B , де­ля­щие окруж­ность на две дуги, длины ко­то­рых от­но­сят­ся как 1 : 3. а)  До­ка­жи­те, что угол  [IMAGE: \angle APB]  мень­ше  [IMAGE: 60 гра­ду­сов.] б)  Най­ди­те пло­щадь се­че­ния ко­ну­са плос­ко­стью  ABP .",2,97,не выполнено ранее,content,Сечения круглых тел
505239,17,"В рав­но­бед­рен­ном тре­уголь­ни­ке  ABC  с углом 120° при вер­ши­не  A  про­ве­де­на бис­сек­три­са  BD . В тре­уголь­ник  ABC  впи­сан пря­мо­уголь­ник  DEFH  так, что сто­ро­на  FH  лежит на от­рез­ке  BC , а вер­ши­на  E   —  на от­рез­ке  AB. а)  До­ка­жи­те, что  FH   =  2 DH . б)  Най­ди­те пло­щадь пря­мо­уголь­ни­ка  DEFH , если  AB   =  4.",3,119,не выполнено ранее,content,Треугольники и их свойства
505425,17,"Вы­со­ты  BB 1  и  CC 1  ост­ро­уголь­но­го тре­уголь­ни­ка  ABC  пе­ре­се­ка­ют­ся в точке  H. а)  До­ка­жи­те, что ∠ AHB 1  = ∠ ACB . б)  Най­ди­те  BC , если  AH   =  4 и ∠ BAC   =  60°.",3,119,не выполнено ранее,content,Треугольники и их свойства
505453,18,"Най­ди­те все зна­че­ния  a,  при ко­то­рых урав­не­ние  [IMAGE:  левая круг­лая скоб­ка ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x плюс a пра­вая круг­лая скоб­ка минус ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x минус a пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка в квад­ра­те минус 12a левая круг­лая скоб­ка ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x плюс a пра­вая круг­лая скоб­ка минус ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x минус a пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка плюс 35a в квад­ра­те минус 6a минус 9=0] [IMAGE:  левая круг­лая скоб­ка ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x плюс a пра­вая круг­лая скоб­ка минус ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x минус a пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка в квад­ра­те минус ]  [IMAGE:  минус 12a левая круг­лая скоб­ка ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x плюс a пра­вая круг­лая скоб­ка минус ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x минус a пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка плюс 35a в квад­ра­те минус 6a минус 9=0] [IMAGE:  левая круг­лая скоб­ка ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x плюс a пра­вая круг­лая скоб­ка минус ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x минус a пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка в квад­ра­те минус ]  [IMAGE:  минус 12a левая круг­лая скоб­ка ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x плюс a пра­вая круг­лая скоб­ка минус ло­га­рифм по ос­но­ва­нию 8 левая круг­лая скоб­ка x минус a пра­вая круг­лая скоб­ка пра­вая круг­лая скоб­ка плюс ]  [IMAGE:  плюс 35a в квад­ра­те минус 6a минус 9=0] имеет ровно два ре­ше­ния.",3,129,не выполнено ранее,content,Уравнения с параметром
505498,13,"а)  Ре­ши­те урав­не­ние  [IMAGE:  дробь: чис­ли­тель: 1, зна­ме­на­тель: синус в квад­ра­те x конец дроби минус дробь: чис­ли­тель: 3, зна­ме­на­тель: синус x конец дроби плюс 2=0. ] б)  Ука­жи­те корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка минус дробь: чис­ли­тель: 5 Пи , зна­ме­на­тель: 2 конец дроби , минус Пи пра­вая квад­рат­ная скоб­ка . ]",4,80,не выполнено ранее,content,"Тригонометрические уравнения, исследование ОДЗ"
505501,17,"В тре­уголь­ни­ке  АВС  про­ве­де­на бис­сек­три­са  АМ . Пря­мая, про­хо­дя­щая через вер­ши­ну  В  пер­пен­ди­ку­ляр­но  АМ , пе­ре­се­ка­ет сто­ро­ну  АС  в точке  N .  АВ  = 6;  ВС  = 5;  АС  = 9. а)  до­ка­жи­те, что бис­сек­три­са угла  С  делит от­ре­зок  МN  по­по­лам б)  пусть  Р   — точка пе­ре­се­че­ния бис­сек­трис тре­уголь­ни­ка  АВС . Най­ди­те от­но­ше­ние  АР  :  РN .",3,119,не выполнено ранее,content,Треугольники и их свойства
505502,18,"Най­ди­те все зна­че­ния па­ра­мет­ра  a , при ко­то­рых урав­не­ние  [IMAGE:  левая круг­лая скоб­ка x плюс дробь: чис­ли­тель: 1, зна­ме­на­тель: x минус a конец дроби пра­вая круг­лая скоб­ка в квад­ра­те минус левая круг­лая скоб­ка a плюс 9 пра­вая круг­лая скоб­ка левая круг­лая скоб­ка x плюс дробь: чис­ли­тель: 1, зна­ме­на­тель: x минус a конец дроби пра­вая круг­лая скоб­ка плюс 2a левая круг­лая скоб­ка 9 минус a пра­вая круг­лая скоб­ка =0. ] имеет ровно 4 ре­ше­ния.",5,137,интерес ученика,content,Аналитическое решение уравнений и неравенств
505541,19,"Каж­дый из груп­пы уча­щих­ся схо­дил в кино или в театр, при этом воз­мож­но, что кто-то из них мог схо­дить и в кино, и в театр. Из­вест­но, что в те­ат­ре маль­чи­ков было не более  [IMAGE:  дробь: чис­ли­тель: 4, зна­ме­на­тель: 13 конец дроби ]  от об­ще­го числа уча­щих­ся груп­пы, по­се­тив­ших театр, а в кино маль­чи­ков было не более  [IMAGE:  дробь: чис­ли­тель: 2, зна­ме­на­тель: 5 конец дроби ]  от об­ще­го числа уча­щих­ся груп­пы, по­се­тив­ших кино.   а)  Могло ли быть в груп­пе 10 маль­чи­ков, если до­пол­ни­тель­но из­вест­но, что всего в груп­пе было 20 уча­щих­ся? б)  Какое наи­боль­шее ко­ли­че­ство маль­чи­ков могло быть в груп­пе, если до­пол­ни­тель­но из­вест­но, что всего в груп­пе было 20 уча­щих­ся? в)  Какую наи­мень­шую долю могли со­став­лять де­воч­ки от об­ще­го числа уча­щих­ся в груп­пе без до­пол­ни­тель­но­го усло­вия пунк­тов а) и б)?",1,146,не выполнено ранее,content,"Сюжетные задачи: кино, театр, мотки верёвки"
505565,13,"а)  Ре­ши­те урав­не­ние   [IMAGE:  дробь: чис­ли­тель: 3 в сте­пе­ни левая круг­лая скоб­ка ко­си­нус x пра­вая круг­лая скоб­ка , зна­ме­на­тель: 9 в сте­пе­ни левая круг­лая скоб­ка ко­си­нус в квад­ра­те x пра­вая круг­лая скоб­ка конец дроби =4 в сте­пе­ни левая круг­лая скоб­ка 2 ко­си­нус в квад­ра­те x минус ко­си­нус x пра­вая круг­лая скоб­ка . ] б)  Ука­жи­те корни этого урав­не­ния, при­над­ле­жа­щие от­рез­ку  [IMAGE:  левая квад­рат­ная скоб­ка минус дробь: чис­ли­тель: 3 Пи , зна­ме­на­тель: 2 конец дроби ; дробь: чис­ли­тель: Пи , зна­ме­на­тель: 6 конец дроби пра­вая квад­рат­ная скоб­ка . ]",4,84,не выполнено ранее,content,Тригонометрия и показательные выражения
505566,14,"В конус, ра­ди­ус ос­но­ва­ния ко­то­ро­го равен 3, впи­сан шар ра­ди­у­са 1,5.  а)  Изоб­ра­зи­те осе­вое се­че­ние ком­би­на­ции этих тел. б)  Най­ди­те от­но­ше­ние пло­ща­ди пол­ной по­верх­но­сти ко­ну­са к пло­ща­ди по­верх­но­сти шара.",2,99,не выполнено ранее,content,Комбинации фигур
505567,15,"Ре­ши­те не­ра­вен­ство:   [IMAGE: \left| ло­га­рифм по ос­но­ва­нию левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка дробь: чис­ли­тель: x, зна­ме­на­тель: 4 конец дроби | умно­жить на ло­га­рифм по ос­но­ва­нию левая круг­лая скоб­ка 4x пра­вая круг­лая скоб­ка левая круг­лая скоб­ка 2x в квад­ра­те пра­вая круг­лая скоб­ка мень­ше или равно \left| ло­га­рифм по ос­но­ва­нию левая круг­лая скоб­ка x пра­вая круг­лая скоб­ка дробь: чис­ли­тель: x, зна­ме­на­тель: 4 конец дроби |. ]",5,106,не выполнено ранее,content,Неравенства с логарифмами по переменному основанию
505568,17,"Пря­мые, со­дер­жа­щие ка­те­ты  AC  и  CB  пря­мо­уголь­но­го тре­уголь­ни­ка  АСВ , яв­ля­ют­ся об­щи­ми внут­рен­ни­ми ка­са­тель­ны­ми к окруж­но­стям ра­ди­у­сов 2 и 4. Пря­мая, со­дер­жа­щая ги­по­те­ну­зу  АВ , яв­ля­ет­ся их общей внеш­ней ка­са­тель­ной. а)  До­ка­жи­те, что длина от­рез­ка внут­рен­ней ка­са­тель­ной, про­ве­ден­ной из вер­ши­ны остро­го угла тре­уголь­ни­ка до одной из окруж­но­стей, равна по­ло­ви­не пе­ри­мет­ра тре­уголь­ни­ка  АСВ . б)  Най­ди­те пло­щадь тре­уголь­ни­ка  АСВ .",3,124,не выполнено ранее,content,"Окружности и треугольники, разные задачи"
505569,18,"Опре­де­ли­те, при каких зна­че­ни­ях па­ра­мет­ра  a  урав­не­ние  [IMAGE: |x минус 2|=a ло­га­рифм по ос­но­ва­нию 2 |x минус 2|]    имеет ровно два ре­ше­ния.",3,130,не выполнено ранее,content,"Уравнения с параметром, содержащие модуль"
505570,19,"За по­бе­ду в шах­мат­ной пар­тии на­чис­ля­ют 1 очко, за ничью ─ 0,5 очка, за про­иг­рыш ─ 0 очков. В тур­ни­ре при­ни­ма­ют уча­стие  m  маль­чи­ков и  d  де­во­чек, причём каж­дый иг­ра­ет с каж­дым два­жды. а)  Ка­ко­во наи­боль­шее ко­ли­че­ство очков, ко­то­рое в сумме могли на­брать де­воч­ки, если  m  = 3,  d  = 2? б)  Ка­ко­ва сумма на­бран­ных всеми участ­ни­ка­ми очков, если  m  +  d  = 10. в)  Ка­ко­вы все воз­мож­ные зна­че­ния  d , если  m  = 7 d   и из­вест­но, что в сумме маль­чи­ки на­бра­ли ровно в 3 раза боль­ше очков, чем де­воч­ки?",1,143,не выполнено ранее,content,Числа и их свойства
505597,19,"Два иг­ро­ка ходят по оче­ре­ди. Перед на­ча­лом игры у них есть по­ров­ну го­ро­шин. Ход со­сто­ит в пе­ре­да­че со­пер­ни­ку лю­бо­го числа го­ро­шин. Не раз­ре­ша­ет­ся пе­ре­да­вать  такое ко­ли­че­ство го­ро­шин, ко­то­рое до этого уже кто‐то в этой пар­тии пе­ре­да­вал. Ноль го­ро­шин тоже пе­ре­да­вать нель­зя. Тот, кто не может сде­лать оче­ред­ной ход по пра­ви­лам,  — счи­та­ет­ся про­иг­рав­шим. На­чи­на­ю­щий или его со­пер­ник по­бе­дит в этой игре, как бы ни играл партнёр? Рас­смот­ри­те слу­чаи: а)  у каж­до­го по две го­ро­ши­ны; б)  у каж­до­го по три го­ро­ши­ны; в)  у каж­до­го по  N  го­ро­шин.",1,146,не выполнено ранее,content,"Сюжетные задачи: кино, театр, мотки верёвки"
505603,19,"Трое дру­зей иг­ра­ли в шашки. Один из них сыг­рал 25 игр, а дру­гой  — 17 игр. Мог ли тре­тий участ­ник сыг­рать   а)  34; б)  35; в)  56 игр?",1,146,не выполнено ранее,content,"Сюжетные задачи: кино, театр, мотки верёвки"
505621,19,"Леша за­ду­мал дву­знач­ное число (от 10 до 99). Гриша пы­та­ет­ся его от­га­дать, на­зы­вая дву­знач­ные числа. Если Гриша пра­виль­но на­зы­ва­ет число, или же одну цифру на­зы­ва­ет пра­виль­но, а в дру­гой оши­ба­ет­ся не более чем на еди­ни­цу, то Леша от­ве­ча­ет  «тепло»; в осталь­ных слу­ча­ях Леша от­ве­ча­ет «хо­лод­но». (На­при­мер, если за­ду­ма­но число 65, то на­звав 65, 64, 66, 55 или 75, Гриша услы­шит в ответ «тепло», а в осталь­ных слу­ча­ях услы­шит «хо­лод­но».) а)  По­ка­жи­те, что нет спо­со­ба, при ко­то­ром Гриша га­ран­ти­ро­ван­но узна­ет число, ис­тра­тив 18 по­пы­ток. б)  При­ду­май­те спо­соб, при ко­то­ром Гриша га­ран­ти­ро­ван­но узна­ет число, ис­тра­тив 24 по­пыт­ки (какое бы число ни за­ду­мал Леша). в)  А за 22 по­пыт­ки по­лу­чит­ся?",1,146,не выполнено ранее,content,"Сюжетные задачи: кино, театр, мотки верёвки"
505663,19,"В стро­ку под­ряд на­пи­са­но 1000 чисел. Под каж­дым чис­лом  a  пер­вой стро­ки на­пи­шем число, ука­зы­ва­ю­щее, сколь­ко раз число  a  встре­ча­ет­ся в пер­вой стро­ке. Из по­лу­чен­ной таким об­ра­зом вто­рой стро­ки ана­ло­гич­но по­лу­ча­ем тре­тью: под каж­дым чис­лом вто­рой стро­ки пишем, сколь­ко раз оно встре­ча­ет­ся во вто­рой стро­ке. Затем из тре­тьей стро­ки так же по­лу­ча­ем четвёртую, из четвёртой  — пятую, и так далее. а)  До­ка­жи­те, что не­ко­то­рая строч­ка сов­па­да­ет со сле­ду­ю­щей. б)  До­ка­жи­те, что 11‐я стро­ка сов­па­да­ет с 12‐й. в)  При­ве­ди­те при­мер такой пер­во­на­чаль­ной строч­ки, для ко­то­рой 10‐я стро­ка не сов­па­да­ет с 11‐й.",1,145,не выполнено ранее,content,Последовательности и прогрессии
505669,19,"Можно ли из по­сле­до­ва­тель­но­сти 1, 1/2, 1/3, 1/4,… вы­де­лить ариф­ме­ти­че­скую про­грес­сию  а)  дли­ной 4 б)  дли­ной 5 в)  дли­ной  k , где  k   — любое на­ту­раль­ное число?",1,145,не выполнено ранее,content,Последовательности и прогрессии
505709,17,"Окруж­ность ра­ди­у­са  [IMAGE:  дробь: чис­ли­тель: 120, зна­ме­на­тель: 17 конец дроби ]  с цен­тром на сто­ро­не  AC  тре­уголь­ни­ка  ABC  ка­са­ет­ся сто­рон  AB  и  BC , рав­ных со­от­вет­ствен­но 10 и 24. а)  До­ка­жи­те, что тре­уголь­ник  ABC   — пря­мо­уголь­ный. б)  Най­ди­те вы­со­ту, опу­щен­ную из вер­ши­ны пря­мо­го угла тре­уголь­ни­ка  ABC .",3,124,не выполнено ранее,content,"Окружности и треугольники, разные задачи"
